PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Ancestry
2.305464353,-4.035841936,1.129125652,0.021584575,-0.756597995,1.560116765,-0.323442293,0.358977142,-1.276774957,-0.671273925,European
0.202880091,-6.790059431,1.325327139,-0.553281788,1.92023936,2.321861306,2.932613997,-0.290431263,-2.746156776,-0.671273925,European
1.972830709,-3.858103038,1.368649026,-0.997872772,0.609721603,-0.773122584,0.020996349,0.35638805,-0.452831044,2.442466571,European
3.145667573,-6.504626576,1.359206735,0.124776518,-0.083325472,0.941833992,-2.360639693,0.248674529,3.605495183,-0.671273925,European
2.190798539,-2.910533389,0.995490499,-0.64082775300000006,0.792582398,-0.15136188,-0.654010445,-1.247367775,0.127010715,-0.671273925,European
2.722950984,-4.063188562,1.880212429,0.825749403,2.133482406,2.037079292,0.16571816,0.361529104,0.183872346,0.885596323,European
1.288356568,-4.891717937,1.05114982,-1.999214447,-0.502133871,1.755862192,0.111615241,-2.001630272,-0.778240066,-0.671273925,European
2.19211328,-4.068270038,0.058904478,0.440516097,-0.100105696,3.041288466,2.863568582,-1.841480933,-1.258569144,-0.671273925,European
1.012301898,-5.500831536,0.757750314,0.11179701,0.661838421,2.440851848,2.542023581,-3.249703784,-0.28876809,-0.671273925,European
1.067365608,-2.259147959,1.461074129,-1.448685192,-0.1525456,3.475777059,-0.257406736,-2.89642525,-0.255359041,-0.671273925,European
3.372243885,-3.056507288,1.192988627,-0.463133617,-0.877314466,0.038586303,0.319305616,-1.684089743,-2.202299619,-0.671273925,European
1.625466367,-3.604646604,0.781272175,1.788505655,0.051897849,1.60632204,0.396750396,-0.340083503,-2.010997446,-0.671273925,European
2.564142112,-4.147973284,-1.386865057,-1.403124002,-1.582256168,0.974281117,0.40684885,-0.272152613,-1.321535332,0.885596323,European
2.021118436,-2.974464635,1.111035657,-0.576901729,-0.64089192,3.642071801,1.486951756,-2.077840355,1.44605534,-0.671273925,European
2.875899779,-5.210348147,0.37266138,0.702480908,-1.452995753,1.689306591,-0.440217997,-0.66321974,-2.06774034,0.885596323,European
2.085823533,-3.422293289,0.189904191,-1.109026171,-1.764805858,4.765338564,-2.269393195,-0.804440357,0.846346265,-0.671273925,European
1.488513979,-2.511251209,-0.944191674,-0.360100584,-0.464371317,0.725646302,0.843619118,-2.161005838,-0.496010752,-0.671273925,European
2.378584094,-2.57952676,0.820269931,1.561278691,0.195902958,0.976951847,0.165318893,-1.118693717,2.774778884,-0.671273925,European
1.896561426,-4.310544939,1.644387809,-0.972915034,-1.266923851,1.556026794,0.391242986,0.668819499,-0.273482771,-0.671273925,European
0.120613316,-3.634720398,1.61000482,-1.655833421,0.133632601,4.726834371,-1.249821214,-1.254457734,-0.672229088,0.885596323,European
2.329637236,-2.849837515,0.140591199,1.698582842,-0.712316111,1.41779328,-0.967649872,-1.872187352,-3.040998753,0.885596323,European
1.673964101,-4.680809423,2.670192989,-0.532909579,0.656579096,2.674279852,2.494722553,-0.208690836,-0.081902253,-0.671273925,European
1.17824514,-2.625221049,0.953933022,-0.056098485,0.639304529,-0.190614713,1.17979319,-1.26769875,0.391501779,-0.671273925,European
0.849505019,-2.703967651,0.567333202,-0.528595733,0.034534279,1.960435447,1.230295364,-0.096736834,-1.575023207,-0.671273925,European
2.185487374,-4.028637411,1.297706593,-1.424988632,0.317757568,3.095203744,2.24255424,-3.855403694,0.753159041,0.885596323,European
1.169967964,-3.487415799,1.021147196,-1.030197368,-0.693629817,2.378129303,0.883743308,-3.201918443,-0.362373013,-0.671273925,European
1.157399372,-3.080096494,0.66151983,0.047611586,-0.512034119,2.508968276,-0.843828768,-2.427298766,-3.805224804,-0.671273925,European
2.257178649,-4.412807949,1.695984053,-0.076410191,1.259568956,3.239673025,-0.945041025,-1.669838587,0.377692108,-0.671273925,European
0.602226653,-4.929845636,0.190921362,-1.063427915,-1.036294163,0.855560558,1.250431266,-1.566617724,1.346773448,0.885596323,European
0.639734441,-5.462655918,0.435371082,0.468254241,0.224153059,4.816232139,0.031027133,-2.989113909,-0.294885148,-0.671273925,European
3.663890878,2.653870643,1.250912207,3.343807035,-1.061202973,0.724002984,0.501534119,-0.177521354,1.294983548,0.885596323,EastAsian
3.942792719,4.037806276,-0.512578017,4.988926384,-1.464832654,-0.545380181,-0.807490321,1.155971824,1.08159805,2.442466571,EastAsian
4.064421021,4.435672645,0.16269382,3.582952658,-1.127786249,-0.355579495,-1.379793578,2.414027247,-0.923999396,0.885596323,EastAsian
2.985865751,4.210687344,-0.374549423,1.683690183,-0.075773721,-1.324601847,0.02783146,-2.861872283,1.25774582,-0.671273925,EastAsian
3.898657257,5.880252455,-0.779651565,3.099220944,0.689151622,0.16634985,0.029202545,1.342229191,-0.917360725,-0.671273925,EastAsian
4.661896548,4.399811634,0.432115761,3.828902295,1.090977707,1.182486873,-0.474352852,2.063818266,-0.591874134,-0.671273925,EastAsian
5.811956166,4.572147693,-0.877563086,3.080230751,-0.368355284,0.782848548,0.613455334,-0.658011857,1.489391637,0.885596323,EastAsian
3.873890458,4.527507431,1.075194992,3.930276954,0.448952717,4.42232e-4,2.885988747,-0.475726094,2.22537707,-0.671273925,EastAsian
5.179862162,5.028176776,0.001785969,3.272821036,-0.204086956,0.027596848,-0.541489611,-0.403048532,0.787064179,-0.671273925,EastAsian
2.978760002,4.397531553,0.84306902,4.103253264,-0.417017434,-1.973384938,2.103291304,-0.06738329,-0.328095217,-0.671273925,EastAsian
3.505889286,3.474207052,1.885579598,1.397696556,0.142674832,0.632620251,-1.415212986,-1.25110574,0.883569537,-0.671273925,EastAsian
4.034563688,3.992212495,-0.331038208,3.519857078,-0.06980665,-1.620788149,0.751012534,-0.179817643,-1.541768771,-0.671273925,EastAsian
3.88137544,3.209425443,-1.175180291,4.632934827,0.220478311,-0.336047112,0.110639726,1.320976271,-0.679259983,0.885596323,EastAsian
4.502982841,3.897319659,-0.303266951,4.849329286,-0.194322885,0.815686071,-0.315503295,-1.162660328,0.81462557,0.885596323,EastAsian
4.256103229,3.119078665,-0.830872802,4.43263501,0.57096498,0.526424725,-0.271541195,-0.401191852,0.715891525,0.885596323,EastAsian
4.191979515,2.758185749,-0.090660845,3.004712917,0.104253503,-0.347606106,0.704231731,0.874965096,-0.169749149,-0.671273925,EastAsian
4.416959361,3.812374999,-1.284376907,5.442268583,0.73611034,0.251222434,1.896264369,1.26855104,1.573578054,-0.671273925,EastAsian
3.726571383,4.984485056,-0.637060974,4.347748021,-1.032430453,-1.450947697,-1.26906718,0.41351087,-0.107860501,0.885596323,EastAsian
5.290592087,4.667745532,-0.565508219,3.575170475,-0.961063221,0.54130434,-0.644885863,0.022160881,0.333747817,0.885596323,EastAsian
4.255508866,4.682615224,-0.280385406,3.060123284,-0.411872261,1.089598436,-1.403644057,-0.054463344,-1.775525941,-0.671273925,EastAsian
3.078679655,4.871992522,-1.11832896,2.94796205,1.878027858,0.759581851,1.486777921,-1.44674201,1.209715828,-0.671273925,EastAsian
5.272853555,5.30158828,0.178932019,3.836822882,0.864487129,-0.036481983,0.04821721,-1.039876796,0.914068657,-0.671273925,EastAsian
3.949583228,4.09309713,-0.137174554,5.476177063,-1.401350283,-0.483699734,-0.420384108,0.200845823,2.868619054,-0.671273925,EastAsian
3.164054943,3.955466933,-1.826670043,4.643338323,0.296954315,0.982576195,1.812730883,1.601516133,0.19483082,0.885596323,EastAsian
4.354188161,3.166586899,-0.762315986,5.188782018,2.781167987,1.959412856,-1.860092654,-0.002267893,0.28317574,-0.671273925,EastAsian
2.542533472,4.251509082,0.629468021,5.135877215,1.027180248,-0.976295178,-1.178306226,-1.143315199,1.751056917,-0.671273925,EastAsian
4.14927571,3.367708136,2.591477117,3.588693628,0.014098157,-1.241188913,0.753233118,0.328565644,0.41521607,-0.671273925,EastAsian
3.814753351,3.312528543,0.117534868,1.645657697,0.111614135,-0.449477622,1.50239902,-0.675542754,0.862130993,-0.671273925,EastAsian
5.078192108,4.230245291,0.564029029,2.990390509,0.678144843,-1.514565161,2.074668504,0.325879008,2.531302835,-0.671273925,EastAsian
3.179788808,3.005510512,1.2233702,4.653086128,-0.417252645,-0.925740671,-0.60223521,-1.245704053,0.954026993,-0.671273925,EastAsian
3.276377917,3.701350106,-0.458300855,2.307900876,0.150066551,0.382220072,0.675286302,-0.427303925,-2.548364224,-0.671273925,EastAsian
2.826655205,4.196268966,1.017739549,4.264962218,-0.524799585,-1.302249216,0.100311501,-2.005469997,1.571837869,-0.671273925,EastAsian
3.860957273,3.943055037,1.750568359,2.951380954,-1.770323276,0.482817651,-0.474340814,-0.296905604,-0.987363517,-0.671273925,EastAsian
3.530730284,3.520043013,-0.216788689,2.564651516,-1.34846857,-0.988323278,0.335578779,0.71202872,1.582360602,-0.671273925,EastAsian
4.753213811,1.796718476,-2.037176571,3.414754751,1.178503062,-1.16147387,-1.50431327,0.278492726,0.299326204,-0.671273925,EastAsian
4.578280279,3.105454065,-1.370913644,5.088083994,-0.0169633,-2.039079446,1.512504691,-0.526014626,-0.075244261,-0.671273925,EastAsian
4.635080371,2.772580506,1.906960327,3.212826615,-1.145037382,-0.290859737,0.507031842,1.007598653,0.775611882,-0.671273925,EastAsian
3.450463893,2.759298624,0.403357829,3.53578302,0.243369165,0.049230309,1.513151668,1.238103364,-1.700032161,-0.671273925,EastAsian
2.465410721,4.03546476,-2.09545881,4.582996915,-1.770967738,0.811283407,-0.617398237,-1.15834239,-1.369341515,-0.671273925,EastAsian
4.025530151,2.811459872,-1.488365494,3.855645821,0.263747966,1.243580538,0.898089991,-0.060287216,-0.732007319,0.885596323,EastAsian
4.867874046,4.147586292,1.434130933,3.898195218,1.080553138,-0.105787433,-0.47484014,-0.134271045,-1.169390759,-0.671273925,EastAsian
3.266015385,3.653360843,-0.363541159,4.601127332,-0.210017247,1.579404598,1.011839938,0.570796263,0.804100655,-0.671273925,EastAsian
2.57575626,5.092514091,1.866918621,4.545926197,0.292141951,-0.537456225,-1.401211597,2.755098272,-0.007747532,-0.671273925,EastAsian
4.6647539159999996,3.880938639,-1.400287727,4.016134363,0.471254773,2.068444432,1.363088752,1.204830754,-0.379857397,-0.671273925,EastAsian
2.968199942,2.416910282,0.331997902,3.592410055,-0.442382288,-0.671663399,-0.145654987,-0.672468864,-0.103147928,-0.671273925,EastAsian
3.314462578,3.494903152,-1.372316466,3.883291629,0.55880403,0.707909326,-0.84337783,-1.081494102,1.09669791,-0.671273925,EastAsian
4.84442221,3.566666816,0.117638818,4.347835048,-0.199824126,-0.560057046,0.031486576,2.685139276,1.732526163,-0.671273925,EastAsian
3.587852521,3.640736229,0.935120581,5.050718602,0.068699285,1.085969525,-0.787840501,-1.875028998,-1.655061083,-0.671273925,EastAsian
3.329696133,2.553015823,-0.664683101,2.43545678,-1.211281799,0.087775307,0.392044269,-0.536444855,-0.456956469,0.885596323,EastAsian
4.32985505,5.773969115,-1.260218714,3.279751202,-1.286476971,0.411410889,-3.131743299,0.142002708,0.616167095,-0.671273925,EastAsian
4.419178739,4.652544101,0.282434086,4.270337678,0.766636737,1.023722518,-0.09859538,-0.745346919,0.39427098,0.885596323,EastAsian
4.558117157,3.643843242,-0.982531684,3.437024665,0.600762975,-0.4904912,-0.406166247,-0.415553635,2.090116377,-0.671273925,EastAsian
4.045701983,5.695064559,-0.986892142,3.611053862,-0.686153575,-0.619936492,-1.799461314,0.390376881,-1.971699494,-0.671273925,EastAsian
4.526867663,4.264778656,-1.100983541,3.608234624,-1.449070154,0.915177834,-0.718969275,-0.10861294,-0.856843428,0.885596323,EastAsian
3.599557122,5.081255899,-1.364356693,4.4601731,0.936983767,0.130128735,1.277107373,-0.305988706,-0.901143942,-0.671273925,EastAsian
4.947177821,3.810374548,-0.327202124,4.407618264,1.826384987,0.943168381,0.738042575,-1.919417321,0.577321122,-0.671273925,EastAsian
3.933368498,3.65124414,0.363028632,4.678024868,-0.763401112,-0.471159489,1.93220819,1.660489807,2.782083583,-0.671273925,EastAsian
3.466481851,3.166452373,0.818188328,4.249652199,0.031264032,-0.416322129,0.460183559,-0.66152257,-1.336046907,-0.671273925,EastAsian
4.394017122,1.926980475,-0.030367614,5.892653139,2.143413558,1.919316391,-1.921808669,-1.424293958,-2.661425269,-0.671273925,EastAsian
3.592136032,2.187292606,-0.915581505,4.916483739,2.440356137,-0.173036785,-1.379990204,-0.191262596,0.319735736,-0.671273925,EastAsian
3.921563372,4.397909785,-2.427061672,3.887707068,0.972500702,0.542911842,-0.704455737,1.811431605,-0.389148291,-0.671273925,EastAsian
1.828277485,6.367999408,7.350406294,-2.778815701,1.467675754,3.09081037,-0.834280036,-1.063134369,-2.533511939,-0.671273925,Oceanian
3.452449574,5.331635226,6.562217682,-1.824789366,0.259692418,0.238214856,-0.820916072,-0.237096261,-1.89938955,-0.671273925,Oceanian
2.377879501,7.582173091,7.17592341,-3.095938053,3.044608351,4.378211655,-2.906500168,-0.891213119,-0.664710751,-0.671273925,Oceanian
2.876336325,6.639623472,6.082039155,-0.777776972,2.580928755,1.888906364,-1.798861447,-0.630486097,-1.802249987,-0.671273925,Oceanian
2.554069585,6.538833507,5.782347619,-2.354527195,0.143640102,2.890194102,-1.270276791,-0.092333309,-2.606762855,-0.671273925,Oceanian
2.607933164,6.025085768,7.369126253,-3.038030302,1.476514707,2.461355573,-1.769353846,-1.689314847,-3.158583447,-0.671273925,Oceanian
2.997468582,6.486585412,7.058859328,-3.479128065,2.07878129,4.123146443,-2.639837595,-2.74249907,-1.705041892,-0.671273925,Oceanian
2.994375328,6.396893474,5.320303692,-2.440864826,2.098535722,1.097745496,-2.065465843,-1.470726705,-2.271531494,-0.671273925,Oceanian
3.809693925,7.019839052,7.179032461,-2.038528074,1.076921443,1.404095028,-1.691988304,-1.412321664,-0.122828981,-0.671273925,Oceanian
2.473930648,5.454334354,5.740053782,-2.042008703,0.308766947,1.830561184,-0.606825614,-0.419902394,0.121999475,-0.671273925,Oceanian
2.712119402,3.907301617,7.208549597,-2.222524465,1.176971316,3.811217339,-1.236626678,-1.221959107,-1.900127229,-0.671273925,Oceanian
1.084201041,5.88796063,8.16081266,-4.056179089,1.095792976,0.038718809,-0.381852636,0.227218443,0.529164244,-0.671273925,Oceanian
2.122870717,6.63535024,7.996822758,-5.104031831,-0.251380209,-0.784377254,0.572491959,1.04175179,0.698287029,-0.671273925,Oceanian
1.744684951,6.812114671,8.127245578,-5.263482369,0.672657631,0.262462516,0.963239303,0.237065666,1.409008709,-0.671273925,Oceanian
1.994790927,6.202513991,7.383995956,-2.214111135,-0.861527274,-2.253759894,1.619342849,-0.559932869,2.15276383,-0.671273925,Oceanian
0.240232289,6.128926689,8.863075644,-4.736633936,-0.682534658,-1.754424741,1.913444463,0.589968933,-1.636335835,-0.671273925,Oceanian
0.944126905,5.666797598,8.471426116,-3.204082866,0.410925489,-1.574522372,0.682505928,1.773861807,0.305158068,-0.671273925,Oceanian
0.894827676,5.679564021,8.502674798,-4.900330075,-0.097130096,-1.418662465,1.359946982,-0.684468226,-0.302474021,-0.671273925,Oceanian
1.46850191,7.152798958,6.257031702,-4.077954709,-0.801938558,-2.82297764,2.138197047,-0.232668112,1.364461468,-0.671273925,Oceanian
2.160827392,5.999316825,7.854061797,-3.895927732,-0.320410441,-1.460940705,0.920415519,0.54457471,2.971843378,2.442466571,Oceanian
1.704459069,5.26318791,6.040881646,-3.331036635,-1.82649518,-2.945455143,1.116733011,1.657556974,0.888837016,0.885596323,Oceanian
2.35064582,7.196128914,7.310044808,-4.757259325,0.805386731,-1.121180293,0.73626208,-0.57319441,1.009804787,-0.671273925,Oceanian
1.567941783,6.146417526,8.440540898,-5.510462955,-2.11979582,-1.732481558,1.043605907,0.743312563,1.402910339,-0.671273925,Oceanian
2.054496111,7.46159887,7.040077041,-5.434042435,-2.665347591,-1.857171094,2.890772893,-1.866722766,-1.371185776,-0.671273925,Oceanian
0.593379645,7.149811868,8.938295169,-4.968510775,-2.67959326,-2.92574528,1.156679027,1.141119447,-0.292167563,0.885596323,Oceanian
1.137350652,6.219690887,8.320793716,-4.919026037,-2.03217629,-0.150396493,0.667474186,-0.002365544,0.716621639,-0.671273925,Oceanian
1.647483457,5.940314483,8.323380331,-5.578576717,-0.334506407,-0.693721379,0.319753501,1.354831508,-0.129194741,-0.671273925,Oceanian
4.677763172,2.37837445,-5.635052385,-4.045866007,-0.376640117,-1.611639921,1.563821128,2.094956173,-0.149211889,0.885596323,NativeAmerican
4.988458967,2.184889752,-7.269613614,-3.254606388,1.143638884,-0.352677992,-0.10037336,2.32018309,-2.626465498,0.885596323,NativeAmerican
5.237659074,2.142308358,-6.938629802,-5.221799209,1.080328138,0.979335263,-0.745702418,0.465604562,-1.359709313,2.442466571,NativeAmerican
5.49796838,3.02200034,-5.480458416,-4.295658345,1.362531917,-0.138130549,-1.061761445,0.729824123,-0.028297172,0.885596323,NativeAmerican
4.044734274,1.848638658,-5.049086138,-5.576696185,0.211617955,-0.514488311,1.782466082,0.90951513,-0.21034403,-0.671273925,NativeAmerican
5.196423727,0.64285329,-7.169988555,-4.436333994,-0.299657149,0.535536289,-0.480011338,3.100761265,-0.103825625,2.442466571,NativeAmerican
5.206746467,0.212552568,-6.229673287,-2.719391322,0.787221584,-1.074301275,0.151007414,1.436971601,0.690384599,0.885596323,NativeAmerican
5.780308548,1.944253876,-7.57907583,-4.6610812,1.005822293,-0.453820639,-0.29785971,1.510600708,-1.761245427,2.442466571,NativeAmerican
5.063112587,1.646414883,-5.953513268,-4.486633802,1.545377623,-0.545860257,0.709818184,1.459655018,-0.630811693,0.885596323,NativeAmerican
4.973477566,1.40908827,-7.051871322,-4.520366541,-0.079084177,0.543769494,-1.141185825,2.530596076,-0.733020655,0.885596323,NativeAmerican
5.635169415,3.157951875,-7.250690454,-3.139608037,1.169577441,-0.899984298,0.985540029,2.083634583,-1.928998019,0.885596323,NativeAmerican
4.624608505,0.880439754,-7.682406161,-2.007219104,0.132356544,-0.504830979,0.52760171,-0.029909081,-2.044556415,-0.671273925,NativeAmerican
5.639570224,2.891454973,-5.682696788,-4.155227867,0.778185775,0.61126942,0.050068533,2.828895814,-1.692863205,0.885596323,NativeAmerican
4.57322105,0.324682073,-6.097910578,-3.446579001,-2.270844671,-1.703327323,1.008088144,-0.748291983,0.351329851,0.885596323,NativeAmerican
4.806307344,2.246015409,-6.193438789,-2.182704107,1.082756578,0.329690803,-0.029862621,-0.496011331,1.07181722,0.885596323,NativeAmerican
5.329997941,0.240287532,-5.652050306,-3.977495981,-0.389928792,0.349166472,0.889963953,-2.277241392,0.49032668,2.442466571,NativeAmerican
5.011706761,3.053302988,-4.346638563,-4.082658508,1.065768742,-0.674719528,-0.233242195,1.512677693,-1.017145843,2.442466571,NativeAmerican
3.66744014,0.063621173,-5.07066693,-2.913887074,0.239308802,0.176997456,-1.885485635,-1.175181647,0.873660135,-0.671273925,NativeAmerican
4.667567795,0.74435987,-3.905494106,-3.325516036,0.570099803,-0.166058736,0.788776307,-0.062551404,0.759505042,-0.671273925,NativeAmerican
3.867471393,0.267483869,-2.739498831,-3.567720852,0.681009654,0.614161255,0.514298269,0.441178846,1.494910537,0.885596323,NativeAmerican
5.534154517,1.396793075,-3.82018816,-0.685873772,-0.266885332,-0.359509996,-0.6502951,0.762424867,1.675404344,0.885596323,NativeAmerican
4.802662066,1.74223402,-4.622312763,-1.319214661,-1.017427703,0.814836693,-0.800723865,0.685976717,1.775199371,-0.671273925,NativeAmerican
4.661115333,1.628583396,-5.293111465,-3.031982824,0.261825792,-1.766026857,-0.323832732,-0.882862079,1.858756695,-0.671273925,NativeAmerican
3.497573576,1.261483229,-5.289782213,-1.564398091,0.299564044,-1.568994944,-0.046272289,0.639415809,2.746165153,0.885596323,NativeAmerican
5.435288601,1.421966266,-6.15032774,-3.692594639,-0.577905279,-2.160941433,-0.312504013,-0.933492123,-0.830825525,0.885596323,NativeAmerican
4.283241248,3.03865827,-6.106248698,-0.704434826,-1.342848189,-0.897034774,1.892972141,2.394509438,-0.970403742,0.885596323,NativeAmerican
4.629202437,0.516423163,-4.993735778,-0.795443429,-2.109431046,0.268139066,0.965756414,0.723143289,1.124845921,2.442466571,NativeAmerican
4.153054057,1.574213141,-4.281753763,-3.396506521,-0.244802128,0.020778567,0.215758426,0.228632016,1.627052459,2.442466571,NativeAmerican
4.112657076,0.415723651,-4.012604809,-3.541423,0.655865025,-1.55058354,-0.465999556,-0.416773718,3.001424001,2.442466571,NativeAmerican
4.562678449,1.595991105,-6.255159966,-3.083078787,0.15569309,-2.50943941,-1.186470063,0.641546377,2.893239279,0.885596323,NativeAmerican
4.559052232,1.581629228,-5.121036528,-4.312312318,0.021703049,-0.787173197,-1.83805369,-0.118590051,1.200644371,0.885596323,NativeAmerican
3.101334592,1.477101014,-5.75915251,-2.08374486,-0.750614879,1.061578667,-1.34165525,-0.215556162,-0.133415306,0.885596323,NativeAmerican
3.235086031,-0.974829163,-4.049595446,0.020907414,-0.489322329,0.627622418,0.087942171,0.737715332,3.262126019,0.885596323,NativeAmerican
4.972613812,1.900829773,-4.944773948,-1.368755226,0.538729112,-0.045408124,0.782996907,-0.370055403,1.284956947,2.442466571,NativeAmerican
